catch phrase,1,1,1,1
cell phone,1,0,1,1
cell types,0,0,0,0
center row,0,0,0,0
chain smoker,1,1,1,1
charge card,0,1,0,0
charity event,0,0,0,0
cheek teeth,1,1,0,1
chess talent,0,0,0,0
chicken breast,0,0,0,0
child abuse,0,0,0,0
child care,0,0,0,0
chili pepper,0,0,0,0
china clay,1,1,0,1
chip design,0,0,0,0
chip layer,0,0,0,0
chip performance,0,0,0,0
chip shop,0,0,0,0
chocolate bar,0,0,0,0
chocolate manufacturer,0,0,0,0
church member,0,0,0,0
cigarette smoke,0,0,0,0
circuit court,0,1,1,1
citation form,0,0,0,0
city centre,0,0,0,0
class member,0,0,0,0
class people,0,0,0,0
class player,0,0,0,0
class structure,0,0,0,0
client request,0,0,0,0
climate change,0,0,0,0
closing time,0,0,0,0
cloth makers,0,0,0,0
clothing store,0,0,0,0
club house,0,1,0,0
coast line,0,0,0,0
coconut plantation,0,0,0,0
code name,0,0,0,1
coffee bean,0,0,0,0
coffee break,0,0,0,0
coffee grinder,0,0,0,0
coffee machine,0,0,0,0
coffee plantation,0,0,0,0
college career,0,0,0,0
colony leaders,0,0,0,0
color television,0,0,0,0
column design,0,0,0,0
command line,1,0,1,1
community radio,0,0,0,0
company car,0,0,0,0
company contributions,0,0,0,0
company law,0,0,0,0
company office,0,0,0,0
company partners,0,0,0,0
company president,0,0,0,0
company store,0,0,0,0
company town,0,0,0,0
competition organizers,0,0,0,0
computer age,0,1,0,0
computer center,0,0,0,0
computer data,0,0,0,0
computer development,0,0,0,0
computer engineer,0,0,0,0
computer graphics,0,0,0,0
computer innovation,0,0,0,0
computer maker,0,0,0,0
computer market,0,0,0,0
computer network,0,0,0,0
computer simulation,0,0,0,0
computer terminal,0,0,1,0
computer usage,0,0,0,0
computer vision,0,0,0,0
con man,1,0,0,1
concentration camp,1,1,0,1
concentration requirements,0,0,0,0
cone clutch,0,0,0,0
confidence bounds,0,1,1,0
construction company,0,0,0,0
construction duty,0,0,0,0
construction industry,0,0,0,0
construction materials,0,0,0,0
construction site,0,0,0,0
consultation event,0,0,0,0
contact details,0,0,0,0
contact lens,1,1,0,1
control panel,0,0,0,0
control tower,0,0,0,0
convenience store,1,1,0,1
conveyor belt,0,0,0,0
core element,0,0,0,0
core idea,0,0,0,0
core strength,0,0,0,0
core value,0,0,0,0
corner piece,0,1,0,0
corresponding member,0,1,0,0
cotton industry,0,0,0,0
counting board,0,0,0,0
country access,0,0,0,0
country mountain,0,0,0,0
course format,0,0,0,0
course work,0,0,0,0
cover band,1,1,0,1
cover letter,1,0,1,0
cover song,1,1,0,0
cover story,1,0,0,1
crash course,1,1,0,1
credit card,0,0,0,0
crime lord,0,0,1,0
crime scene,0,0,0,0
cruise lines,1,0,1,0
crusader lord,0,0,0,0
crystal molecules,0,0,0,0
cult film,1,0,0,1
cut flowers,0,0,0,0
data analysis,0,0,0,0
data format,0,0,0,0
day care,1,0,1,1
day trip,0,0,0,0
death certificate,0,0,0,0
death notice,0,0,0,0
death penalty,0,0,0,0
death row,1,1,1,1
death sentence,1,0,0,0
death squad,0,0,1,0
debit card,0,0,0,0
debut album,0,0,0,0
deciding factor,0,0,0,0
degree name,0,0,0,0
depression study,0,0,0,0
design details,0,0,0,0
design theme,0,0,0,0
destination port,0,0,0,0
destroyer captain,0,0,1,0
developed part,0,0,0,0
development effort,0,0,0,0
development needs,0,0,0,0
development scheme,0,0,0,0
development system,0,0,0,0
direction keys,0,0,0,0
director credit,0,0,0,0
dirt road,1,0,0,1
disc clutch,0,0,0,0
disc set,0,0,0,0
discipline problem,0,0,0,0
discussion page,0,0,0,0
divided space,0,0,0,0
division alignment,0,1,0,0
dog meat,0,0,0,0
domain name,1,1,0,0
draft form,0,0,0,0
draft pick,0,1,1,0
dress code,1,0,0,1
drinking water,0,0,0,0
drug dealer,0,0,0,0
drug lord,1,0,1,0
education program,0,0,0,0
education supervision,0,0,0,0
education system,0,0,0,0
egg cell,0,0,0,0
emergency surgery,0,0,0,0
emergency transportation,0,0,0,0
emitting diode,0,1,0,0
employment contract,0,0,0,0
end product,0,0,0,0
end user,0,0,0,0
energy issues,0,0,0,0
energy loss,0,0,0,0
energy price,0,0,0,0
energy source,0,0,0,0
engagement ring,0,0,0,0
enterprise applications,0,0,0,0
enterprise level,0,0,0,0
entrance gates,0,0,0,0
entrance way,0,0,0,0
episode information,0,0,0,0
event notification,0,0,0,0
excavations parts,0,0,0,0
exchange rate,0,1,0,0
expiration date,0,0,0,0
eye contact,1,0,0,0
eye medication,0,0,0,0
face value,1,1,1,1
factory machines,0,0,0,0
fallen angel,1,1,0,1
family company,0,0,0,0
family estate,0,0,0,0
family name,0,0,0,0
family seat,1,1,0,1
family ties,1,0,0,1
family tree,1,1,1,1
father help,0,0,0,0
feature film,1,1,1,1
fellow inmate,0,0,0,0
fellow student,0,0,0,0
fencing coach,0,0,0,0
field goal,1,1,1,1
field trip,1,1,0,1
field use,0,1,0,0
field work,1,1,0,0
fight song,1,1,0,1
fighter jet,0,0,0,0
fighter pilot,0,0,0,0
fighting spirit,0,0,0,0
film credits,0,0,0,0
film director,0,0,0,0
film genre,0,0,0,0
film production,0,0,0,0
film unit,0,0,0,0
film world,0,0,0,0
finish line,0,0,0,0
fire alarm,0,0,0,0
fire brigade,0,1,0,0
fire department,0,1,0,0
fire drill,0,1,0,1
fire hazard,0,0,0,0
fire officer,0,0,0,0
fire power,1,0,1,1
fish head,0,0,0,0
flag stop,1,1,1,1
flash flood,1,0,1,0
flash memory,1,1,0,1
flea market,1,1,1,1
flight lessons,0,0,0,0
flight path,0,0,0,0
flight review,0,0,0,0
flip book,1,0,0,1
floating point,1,1,0,1
folk culture,0,0,0,0
folk medicine,0,0,0,0
folk singer,0,0,0,0
following buildings,0,0,0,0
food chain,1,1,1,1
food court,1,0,0,0
foot injury,0,0,0,0
football league,0,0,0,0
forest products,0,0,0,0
foundation policies,0,0,0,0
founding fathers,1,0,0,1
founding secretary,0,0,0,0
frame story,0,1,0,1
freelance work,0,0,0,0
freshman year,0,1,0,0
front line,1,1,1,1
front panel,0,0,0,1
gag rule,1,1,1,1
gang violence,0,0,0,0
gas chamber,0,0,0,1
gas flow,0,0,0,0
gas industry,0,0,0,0
gas leak,0,0,0,0
gas system,0,0,0,0
gathering place,0,0,0,0
ghost town,1,1,1,1
gift shop,0,0,0,0
girls hockey,0,0,0,0
girls school,0,0,0,0
glass box,0,0,0,0
glass tube,0,0,0,0
glee club,1,1,1,0
gold rush,1,1,1,1
golf course,0,0,0,0
goose bumps,1,1,1,1
goose fossil,0,0,0,0
governance issues,0,0,0,0
government agency,0,0,0,0
government approval,0,0,0,0
government charge,0,0,0,0
government efforts,0,0,0,0
government funding,0,0,0,0
government intelligence,0,0,0,0
government leaders,0,0,0,0
government minister,0,0,0,0
government opinion,0,0,0,0
government organizations,0,0,0,0
government permit,0,0,0,0
government power,0,0,0,0
government radio,0,0,0,0
government sources,0,0,0,0
government troops,0,0,0,0
government work,0,0,0,0
graduation day,0,0,0,0
grain requirements,0,0,0,0
grape leaves,0,0,0,0
grass roots,1,1,1,1
green card,0,1,0,1
green color,0,0,0,0
green tea,0,0,0,0
greenhouse gas,1,1,1,1
groin injury,0,0,0,0
ground floor,0,0,0,0
ground rule,1,1,1,1
ground unit,0,0,0,0
ground water,0,0,0,0
group stage,0,0,0,0
growth period,0,0,0,0
guerrilla warfare,0,0,0,0
guest appearance,1,0,0,1
guest book,1,0,0,1
guest house,1,0,0,0
guest star,1,0,0,1
guinea pig,1,1,1,1
gun dog,1,1,1,1
hair loss,0,0,0,0
hand injury,0,0,0,0
hard core,1,1,1,1
hard disk,1,1,1,1
hard drive,1,1,1,1
hate crimes,0,0,0,0
head injury,0,0,0,0
heart attack,0,0,0,0
heart beat,0,0,0,0
heart disease,0,0,0,0
heart muscle,0,0,0,0
heat index,0,0,0,0
heat wave,1,1,0,1
heavy metal,1,1,1,1
heightened level,0,0,0,0
high school,1,1,1,0
hip roof,1,1,0,0
home country,0,0,0,0
home front,1,1,1,1
home ground,1,1,0,1
home run,1,1,1,1
home town,0,0,0,0
home video,0,0,0,0
honor guard,0,0,1,0
horse trials,1,0,0,0
host country,0,0,0,0
house arrest,1,1,0,1
house keys,0,0,0,0
house painter,0,0,0,0
house plants,0,0,0,0
hype man,1,1,0,1
ice age,1,0,0,0
ice cube,0,0,0,0
ice sheet,0,0,0,0
icon artwork,0,0,0,0
illumination conditions,0,0,0,0
index finger,0,0,0,0
information technology,1,0,0,0
injury time,1,1,1,1
input box,0,0,0,0
inputs change,0,0,0,0
installation process,0,0,0,0
instruction set,0,0,0,0
instrument maker,0,0,0,0
intelligence agency,0,1,0,0
intelligence officer,0,0,0,0
intersection point,0,0,0,0
item information,0,0,0,0
jet lag,1,1,1,1
job performance,0,0,0,0
junk food,1,0,0,1
kernel sources,0,0,0,0
known one,0,0,0,0
lab explosion,0,0,0,0
labor union,1,0,0,0
lady chapel,1,1,0,1
land bridge,0,0,1,0
land claims,0,0,0,0
land grant,0,0,0,1
land mass,1,0,0,0
land survey,0,0,0,0
land taxation,0,0,0,0
language acquisition,0,0,0,0
language contact,0,1,0,0
language courses,0,0,0,0
language groups,0,0,0,0
language problems,0,0,0,0
language speakers,0,0,0,0
language understanding,0,0,0,0
language versions,0,0,0,0
law education,0,0,0,0
law school,0,0,0,0
lead time,1,1,0,1
leaf spring,1,1,1,1
leap year,1,1,1,1
learning process,0,0,0,0
learning style,0,0,0,0
lecture hall,0,0,0,0
lecture notes,0,0,0,0
library section,0,0,0,0
life change,0,0,0,0
life cycle,1,0,1,1
life expectancy,0,0,0,0
life jacket,0,1,0,1
life story,0,0,0,0
lift hill,1,1,1,1
liquor shop,0,0,0,0
liquor store,0,0,0,0
living conditions,0,0,0,0
lobby area,0,0,0,0
love life,1,1,0,0
love triangle,1,1,1,1
lump sum,1,1,1,1
luxury automobile,0,0,0,0
lyrics detail,0,0,0,0
machine gun,1,1,0,1
machine language,0,0,0,0
machine learning,1,0,0,1
magnifying glass,0,0,0,0
majority cases,0,0,0,0
mall entrance,0,0,0,0
mankind instruction,0,0,0,0
mansion house,0,0,0,0
map elements,0,0,0,0
mapping process,0,0,0,0
market conditions,0,0,0,0
market place,1,0,0,0
mass destruction,0,0,0,0
mass media,1,0,0,1
master plan,1,0,0,1
maximum sensitivity,0,0,0,0
meat animals,0,0,0,0
meat consumption,0,0,0,0
media commentators,0,0,0,0
media player,0,0,0,0
media relations,0,1,0,0
media support,0,0,0,0
media technologies,0,0,0,0
melting point,0,0,0,0
member nations,0,0,0,0
members return,0,0,0,0
memory issue,0,0,0,0
memory leak,0,0,0,1
memory utilization,0,0,0,0
metro area,0,0,0,0
million dollar,0,0,1,0
mind map,1,1,1,1
mission change,0,0,0,0
mission control,0,0,0,0
morning glory,1,1,1,1
mother tongue,1,0,1,1
mountain bike,0,0,0,0
mountain goat,0,0,0,0
mountain range,0,0,0,0
mouth movements,0,0,0,0
movie list,0,0,0,0
movie star,0,0,0,1
muscle contractions,0,0,0,0
music school,0,0,0,0
muslim countries,0,0,0,0
mystery story,0,0,0,0
navy blue,1,0,0,1
nerve agent,0,1,1,1
network data,0,0,0,0
neural network,0,0,0,1
news anchor,1,1,1,1
news source,0,0,0,0
nightclub goer,0,0,0,0
noise pollution,0,0,0,0
noodle preparation,0,0,0,0
north bank,0,1,0,0
numerical calculations,0,0,0,0
nursery stock,0,1,0,1
ocean floor,0,0,0,0
office building,0,0,0,0
oil company,0,0,0,0
oil storage,0,0,0,0
open market,0,1,0,0
open source,1,1,0,1
opening match,0,1,0,0
operating system,1,1,1,1
opposition member,0,0,0,0
opposition players,0,0,0,0
opposition protesters,0,0,0,0
opposition radio,0,0,0,0
optical fiber,1,1,1,0
order execution,0,0,0,0
organized crime,1,0,0,0
output information,0,0,0,0
pagan family,0,0,0,0
pagan people,0,0,0,0
pain killer,0,0,0,0
pamphlet form,0,0,0,0
panic attack,1,0,0,1
papal approval,0,0,0,0
paper card,0,0,0,0
paper certificate,0,0,0,0
paper plate,0,0,0,0
park bench,0,0,0,0
particle model,0,0,0,0
particle physics,0,0,0,0
party list,0,0,0,0
pashtun tribe,0,0,0,0
patron saint,0,0,0,0
pattern recognition,0,0,0,0
peace settlement,0,0,0,0
pen name,1,1,1,1
people flock,0,0,0,0
people skills,1,1,1,1
pepper spray,1,0,0,1
performance space,0,0,0,0
period laws,0,1,0,0
petroleum fires,0,0,0,0
petroleum investment,0,0,0,0
petroleum pipelines,0,0,0,0
petroleum product,0,0,0,0
phone call,0,0,0,0
physics community,0,0,0,0
physics lab,0,0,0,0
piano lesson,0,0,0,0
picnic lunch,0,0,0,0
picture elements,0,0,0,0
pig iron,1,1,1,1
pilot error,0,0,0,0
pipe system,0,0,0,0
pit stop,0,1,1,0
plane spotter,0,0,0,0
plantation owner,0,0,0,0
player images,0,0,0,0
player skill,0,0,0,0
playing career,0,0,0,0
playing field,0,0,0,0
playing time,0,0,0,0
plot structure,0,0,0,0
point guard,1,1,1,1
police radar,0,0,0,0
pool facility,0,0,0,0
pool water,0,0,0,0
pop singer,0,0,0,0
pornography industry,0,0,0,0
position paper,0,1,1,1
positive reinforcement,0,0,0,0
post office,0,0,0,0
potato peeler,0,0,0,0
power base,0,1,1,0
power train,1,1,1,1
power vacuum,0,1,0,0
presentation area,0,0,0,0
pressure area,0,0,0,0
pressure difference,0,0,0,0
pressure group,0,1,0,0
price hike,0,0,0,0
price increase,0,0,0,0
price point,1,1,1,1
processor utilization,0,0,0,0
produced versions,0,0,0,0
product range,0,0,0,0
program issues,0,0,0,0
property investment,0,0,0,0
property rights,0,0,0,0
protagonist role,0,0,0,0
publishing deal,0,0,0,0
publishing effort,0,0,0,0
punctuated rhythm,0,0,0,0
punk band,0,0,0,0
punk friend,0,0,0,0
puppet wolves,0,0,0,0
quality control,0,0,0,0
quality job,0,0,0,0
quality school,0,0,0,0
quality software,0,0,0,0
quarter finals,0,0,0,0
quarter section,1,0,1,1
rabbit meat,0,0,0,0
race car,0,0,0,0
race conditions,0,0,1,0
radio audience,0,0,0,0
radio program,0,0,0,0
radio service,0,0,0,0
radio station,0,0,0,0
radio version,0,0,0,0
rail network,0,0,0,0
railway commission,0,0,0,0
railway construction,0,0,0,0
railway police,0,0,0,0
railway regulations,0,0,0,0
rain forest,1,1,0,1
rap group,0,0,0,0
real estate,1,1,1,1
rebel barons,0,0,0,0
record company,0,1,0,0
recording location,0,0,0,0
recording quality,0,0,0,0
reference number,0,0,0,0
reinforcement learning,0,0,0,0
relativity textbook,0,0,0,0
release date,0,0,0,0
relief operation,0,0,0,0
replacement list,0,0,0,0
research work,0,0,0,0
reserve balances,0,0,0,0
resistance groups,0,0,0,0
resistance movements,0,0,0,0
resource management,0,0,0,0
resting posture,0,0,0,0
return flight,0,0,0,0
return trip,0,0,0,0
review process,0,0,0,0
rice consumption,0,0,0,0
rice field,0,0,0,0
rice shop,0,0,0,0
ring road,0,0,0,0
ringing phone,0,0,0,0
risk factor,0,0,0,0
rocky ground,0,0,0,0
role model,1,1,0,1
roll cage,1,1,0,1
roller coaster,1,1,1,1
root cause,0,1,0,0
root channel,0,0,0,0
root structure,0,0,0,0
round trip,1,0,1,1
running time,0,0,0,0
rush hour,0,1,1,0
safety arrangements,0,0,0,0
safety implications,0,0,0,0
safety improvements,0,0,0,0
salary cap,0,1,0,1
salt marsh,1,0,0,0
scale model,0,0,0,0
scholarship recipient,0,0,0,0
school alumni,0,0,0,0
school board,0,0,0,0
school bus,0,0,0,0
school clothes,0,0,0,0
school contract,0,0,0,0
school day,0,0,0,0
school district,0,0,0,0
school friend,0,0,0,0
school mates,0,0,0,0
school program,0,0,0,0
school record,0,1,0,0
school scholarship,0,0,0,0
science fiction,0,0,0,0
screen shot,1,0,0,0
search engine,1,1,0,0
seat belt,0,0,0,0
secured installation,0,0,0,0
security agreements,0,0,0,0
security authorities,0,0,0,0
security guard,0,0,0,0
security matters,0,0,0,0
security reasons,0,0,0,0
security registration,0,0,0,0
security relation,0,0,0,0
security situation,0,0,0,0
semiconductor manufacturer,0,0,0,0
service area,0,0,0,0
serving officer,0,0,0,0
sewing machine,0,0,0,0
sex education,0,0,0,0
sex life,1,1,0,1
sheet music,1,0,0,0
shelf life,1,1,1,1
shift work,0,0,0,0
shock wave,1,0,1,1
short film,0,0,0,0
short notice,0,0,0,0
short story,0,0,0,0
shot put,1,1,1,1
side doorway,0,0,0,0
side effect,1,1,0,0
side kick,1,1,1,0
side pocket,0,0,0,0
side role,0,0,0,0
sign language,0,0,0,0
signal box,0,1,0,1
silver age,1,1,1,1
silver atoms,0,0,0,0
silver medal,0,0,0,0
silver piece,0,0,0,0
simulation noise,0,0,1,0
singing group,0,0,0,0
sister ship,1,1,1,1
site name,0,0,0,0
site replacements,0,0,0,0
ski resort,0,0,0,0
skin care,0,0,0,0
skin cell,0,0,0,0
skin change,0,0,0,0
slate roof,0,0,0,0
snub cube,1,1,1,1
soap opera,1,1,1,1
soft drink,1,1,0,1
software vendor,0,0,0,0
soil surface,0,0,0,0
song competition,0,0,0,0
sorcery stories,0,0,0,0
soul mate,1,1,0,1
south division,0,0,0,0
southeast coast,0,0,0,0
southeast part,0,0,0,0
space race,1,1,1,1
space theme,0,0,0,0
speech recognition,0,0,0,0
speed bump,1,1,0,1
speed limit,0,0,0,0
spending reductions,0,0,0,0
splash guard,0,0,0,0
splinter group,1,1,0,1
spoken language,0,0,0,0
sports day,0,0,0,0
sports stadium,0,0,0,0
spring water,0,0,0,0
square root,1,1,1,1
stage name,1,0,1,1
stamp collection,0,0,0,0
star shell,1,1,0,1
state approval,0,0,0,0
state enterprise,0,0,0,0
state funds,0,0,0,0
state oil,0,0,0,0
state police,0,0,0,0
state president,0,0,0,0
state product,0,0,0,0
state radio,0,0,0,0
steel industry,0,0,0,0
steel tube,0,0,0,0
stem cell,1,0,0,0
stick figure,1,0,1,1
stimulant medication,0,0,0,0
stock company,0,0,0,0
stone tablet,0,0,0,0
stop word,1,1,1,1
storage capacity,0,0,0,0
story arc,1,1,1,1
story line,1,1,1,1
straw man,1,1,1,1
straw poll,1,1,1,1
strip club,0,0,0,0
stroke cases,0,0,0,0
student death,0,0,0,0
student film,0,0,0,0
student groups,0,0,0,0
student newspaper,0,0,0,0
student residence,0,0,0,0
substance abuse,1,0,0,0
substance use,0,0,0,0
subway cars,0,0,0,0
sugar cube,0,0,0,0
suicide note,0,0,0,0
sun god,0,0,0,0
sun screen,1,1,0,1
sun time,0,0,0,0
support group,0,0,0,0
supporting act,1,0,1,1
surface area,0,0,0,0
surface waters,0,0,0,0
survey area,0,0,0,0
sweat pants,1,1,1,1
system engineer,0,0,0,0
tag line,1,1,1,1
tag team,1,1,1,1
tail section,0,0,0,0
tap water,0,0,0,0
tape recorder,0,0,0,0
target cell,0,1,0,0
target language,0,0,0,0
task declaration,0,0,0,0
tax base,0,0,1,1
tax haven,1,1,1,1
taxation regulation,0,0,0,0
teaching career,0,0,0,0
teaching position,0,0,0,0
teddy bear,1,1,1,0
telephone use,0,0,0,0
television channel,0,0,0,0
television company,0,0,0,0
television programme,0,0,0,0
television projects,0,0,0,0
television shows,0,0,0,0
television viewer,0,0,0,0
television work,0,0,0,0
test case,0,0,0,0
test division,0,0,0,0
theme park,1,1,0,0
think tank,1,1,1,1
threshold issue,0,0,0,0
thrilling action,0,0,0,0
time bomb,0,1,0,0
time frame,1,1,1,1
time limit,0,0,0,0
time line,1,0,0,1
time machine,0,0,0,0
time scale,0,0,0,0
time span,0,0,0,0
time trial,1,0,0,1
time zone,1,0,0,0
title character,0,0,0,1
toilet paper,0,0,0,0
toilet seat,0,0,0,0
top dog,1,1,1,1
top notch,1,1,1,1
touch screen,0,0,0,1
tour guide,0,0,0,0
town centre,0,0,0,0
track selection,0,0,0,0
trade agreement,0,0,0,0
trade area,0,0,0,0
trade card,0,0,0,0
trade deal,0,0,0,0
train crash,0,0,0,0
train interior,0,0,0,0
training members,0,0,0,0
tram system,0,0,0,0
transformation industry,0,0,0,0
translation memory,0,1,0,0
translations date,0,0,0,0
transmission shaft,0,1,0,0
transmission system,0,0,0,0
transport activity,0,0,0,0
trash heap,0,0,0,0
trust fund,1,0,1,1
trust issues,0,0,0,0
tube form,0,0,0,0
turquoise color,0,0,0,0
twentieth century,0,0,0,0
twin brothers,0,0,0,0
twin sons,0,0,0,0
umbrella organization,1,1,1,1
umbrella term,1,1,1,1
unbroken period,0,0,0,0
undulating course,0,0,0,0
universe humans,0,0,0,0
user interfaces,0,0,0,0
vacuum cleaner,0,1,1,0
vantage point,1,0,0,0
vector space,0,1,0,0
vice president,0,1,0,0
video circuit,0,0,0,0
video clip,0,0,0,0
video club,0,1,0,0
video game,1,0,0,0
video history,0,0,0,0
video output,0,0,0,0
video tape,0,0,0,0
village community,0,0,0,0
village development,0,0,0,0
visual arts,0,0,0,0
voice control,0,0,0,0
voice mail,0,0,0,0
voice recognition,0,0,0,0
volunteer army,0,0,0,0
war effort,0,0,0,0
waste water,0,0,0,0
water molecule,0,0,0,0
water park,1,1,0,0
water pollution,0,0,0,0
water resources,0,0,0,0
water sports,0,0,0,0
water transfer,0,0,0,0
wear clothes,0,0,0,0
web application,0,0,0,0
web forms,0,0,0,0
web page,0,0,0,0
web site,1,1,0,0
wedding feast,0,0,0,0
wedding preparations,0,0,0,0
wedding ring,0,0,0,0
weight loss,0,0,0,0
west part,0,0,0,0
west side,0,0,0,0
wind direction,0,0,0,0
wind farm,1,0,0,1
wind power,0,0,0,0
wind sensors,0,0,0,0
winning competitor,0,0,0,0
wish list,0,0,0,0
wolf pack,0,0,1,1
women dress,0,0,0,0
word order,0,0,0,0
word processor,1,1,0,0
work colleague,0,0,0,0
worker rights,0,0,0,0
world champion,0,0,0,0
world record,1,1,0,0
world tour,0,0,0,0
world view,0,1,0,0
wrestling credentials,0,0,0,0
wrestling fan,0,0,0,0
wrestling program,0,0,0,0
writing style,0,0,0,0
writing system,0,1,0,0
youth crime,0,0,0,0
youth group,0,0,0,0
youth hostel,0,0,0,0
youth movement,0,0,0,0
youth wing,0,0,1,1
zip code,1,1,1,1
